群名,发信人,时间,内容
索羿GPS十二群,葫芦娃,2018/7/5 2:48,在门店地下停车场了
索羿GPS十一群,专打唐僧,2018/7/4 4:48,然后掉线他就是要流水没流水要单子没单子位高不同的滴滴到底想干什么？
3【牛咖斯南京交通事故信息群】,牛咖斯－调度中心－南京（2）,2018/7/5 12:27,@天亮了?师傅加我
索羿GPS六群,霖琳,2018/7/4 5:36,一家，
美团打车【北京站】司机交流群,六七,2018/7/9 12:41,没出吊销京牌指标呢还。
索羿GPS九群,哈尼,2018/7/4 6:29,827活干的好，一天七八百
索羿GPS七群,:boom:秃子,2018/7/5 11:00,我听听ａｐｐｌｅ，ｗｔａａ，
索羿GPS十一群,薴,2018/7/4 4:50,也打不到结束路过那个寺庙了不按照顺序出不了街了一个开倒过来吃饱了就出不了了，打个车就算了吧您好八点了不吃了不打算出来就奇怪了，么了两个小时扣不了啊，
南京滴滴、美团（野战军）！,微笑的弧度,2018/7/4 3:43,你到家了你不要跟那个成那个金融的那个ｌｏｌ叫你怎么说你就怎么说啊你说说试试，比如说朋友开门撞到，创造到就行了你就自认为带我来带，有什么问题你来不就行了反正保险公司赔，
索羿GPS七群,:boom:秃子,2018/7/5 10:56,我专业不是生化吗，不是那吗七块钱打了，
【25416011】精鹰担保共创群,小滴管理员－小美,2018/7/4 4:01,您觉得精鹰哪里都不好，那为什么会从4月份跑到现在，这当中肯定也是有您觉得比较适合您的对吧
交通台网约车展咨询群2,老衲要还俗,2018/7/5 11:31,哦考一下我这啊在这站在马路上转了啊现在我在大明路的地方双方要憋死了，
索羿GPS九群,夏能钟,2018/7/5 9:44,应该没事我的和移动的，和义路那边不知道我在别的地方有时候过过看下过了么没，后面看到没有探头，基本上都没有拍他抓拍吧，一般都不会只，
索羿GPS九群,邓毅,2018/7/5 9:46,@82TB7?[抱拳][抱拳]
名图车友群,王 车主服务,2018/7/4 5:27,我是内部网
3【牛咖斯南京交通事故信息群】,空城,2018/7/5 1:34,那个军区总医院，由东向西两车碰擦，
交通台网约车展咨询群2,发型不能乱,2018/7/5 11:41,仙林现在去火车站的多
美团打车【北京站】司机交流群,田,2018/7/9 12:54,刚从国贸回来，早知道郎园有抓车的我应该去看看
南京优为租赁车主之家,白开水,2018/7/4 3:40,孩子就没事，跟你走痴情，知道了啊，还没借口跟你聊天，
索羿GPS一群,栩栩（陈.Mr）,2018/7/5 10:38,劳斯莱斯原来是英国车，品牌被德国BMW收购
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:39,中原一杆枪，你是你小子太不上路子了啊，我问群里有没有哥们说咱们附近的，知道你也不理我，白开水一出来了，我看你活跃度立马上升百分之二百，
上海滴滴车友会一群:car:,特价-苹果8P:smile:1500元批发价,2018/7/1 8:40,［微信红包］恭喜发财 大吉大利！:heart_eyes:苹果8p、苹果x 隆重来袭。各套餐亏本大放送:heart_eyes:买一送一。欲购从速。错过机会再等一年:heart_eyes:加我。加我[勾引][玫瑰]免费招代理（包赚）。一件代发。不需囤货:fire:[色]换群。换群，250人以下。
索羿GPS七群,小闯子,2018/7/5 11:54,尤其是我们开营运车辆的还是多留个神
南京优为租赁车主之家,白开水,2018/7/4 3:42,这是小猪佩琪我认识你吗？
索羿GPS七群,陈(泽)军,2018/7/5 11:54,滴滴还好火，
【25416011】精鹰担保共创群,玲美好,2018/7/4 4:10,俊哥哥你是为什么，九十九分了啊，
交通台网约车展咨询群2,老衲要还俗,2018/7/5 1:27,高考了就没有单的吗？
索羿GPS一群,June,2018/7/5 10:44,[捂脸]
美团大战滴滴交流群,大熊:bear:,2018/7/1 6:32,看片加我，不发是狗
美团大战滴滴交流群,李LI长春,2018/7/1 10:42,锦华公司产品目录灵芝破壁孢子粉：400/盒有机食用菌粉    ：260/盒玛咖          ：168/瓶辣木          ：136瓶富硒螺旋藻         ：176/瓶松茸          ：218/瓶益生菌          ：198/瓶蛹虫草          ：198/瓶梅仙子保湿面膜    ：150/盒梅仙子保湿套装    ：380/套菊仙子抗皱面膜    ：180/盒菊仙子抗皱套装    ：399/套化妆品单品：梅仙子洁面乳（100克）149元霜（50克）251元水（150毫升）188元乳（100克）192元菊仙子洁面乳（100克）153元霜（50克）258元水（150毫升）191元乳（100克）208元
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:45,如果是仰卧老杨还不要呢，还懂啊，男人娶老婆就要找今天那个精国英雄朝阳干嘛呢，
【25507012】精鹰优享担保共创群,天天向上,2018/7/5 1:38,谢谢小白晚上我要请你喝啤酒吃龙虾
南京滴滴、美团（野战军）！,木～易,2018/7/4 4:02,嗯，乘客也给了你四百，乘客那他也转了你四百块钱给你的，
【25507012】精鹰优享担保共创群,小滴管理员-小白,2018/7/5 1:38,@天天向上 我从没想到我有这么厉害呢[呲牙]
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 1:48,我发现点四倍啊，好的建议大家他妈送到下面的员工公里，如果你还想帮我那个调动率刷掉了那我上去再给我开一个小短单的啊，
滴滴群,缘来缘去,2018/7/5 12:47,嗯，回家睡觉了我跑了害怕起来啊今天干撒起来就完成任务了，一个四十万元奖励哦，
滴滴群,赵守俭苏A98ZP3,2018/7/5 12:48,不是没有，
【25416011】精鹰担保共创群,邹羽辉,2018/7/4 4:29,同志们给个建议啊你说我回不回家呢你家就两公里，
【25507012】精鹰优享担保共创群,瓶子:whale::whale::whale:,2018/7/5 1:51,@小滴管理员-小白?修车能有假吗？
【25507012】精鹰优享担保共创群,小滴管理员-小白,2018/7/5 1:53,@瓶子:whale::whale::whale: 私聊您了解 一下情况吧
索羿GPS六群,sea,2018/7/5 10:08,一个乘客送到目的地了，我地址不对地址不对了，他自己也不下车问下个雨，妈的要我下来去问我真的么会装逼，
索羿GPS九群,雨不眠的夜,2018/7/5 3:58,我教大家玩彩票把彩票一天能赚几百，怎么样，
南京滴滴、美团（野战军）！,信仰之名。,2018/7/4 4:23,等会儿再打电话，应该都没什么事吗那你们解决完的鸡巴了，给他拖拖拖拖，
索羿GPS七群,陈(泽)军,2018/7/5 1:50,四二能跑多少钱啊，好几单了，
索羿GPS五群,大龙哥,2018/7/5 9:51,我发现发现你怎么这么屌里面能不能这样理解就错了吧我们就知道完全是说着不是说这就这么傻乎只能解释，
索羿GPS九群,半百人生,2018/7/5 4:04,彩票啊，我是不会再玩了啊，我曾经与大奖就差肩而过了，
索羿GPS十一群,:boom: :snake::tiger::dragon_face::chicken::dizzy:,2018/7/4 6:03,马青蛙蛙踏上方向那个二小的并不是有家的吗左右都有，
索羿GPS六群,霖琳,2018/7/5 10:37,两点二公里我走了才四百多米，然后还有，
南京滴滴、美团（野战军）！,老男人,2018/7/4 4:32,@电小二?有没有列入征信名单，贷款买房怎么搞
【25416011】精鹰担保共创群,舍得,2018/7/4 4:41,疯了
索羿GPS一群,张金勇,2018/7/5 11:29,我又不买分操什么事情呢我也不明白这我分你说浪费都不买，
南京优为租赁车主之家,白开水,2018/7/4 3:54,我自己会走然后我坐车有人小学做到办事，我会用，
滴滴群,赵海,2018/7/5 1:22,嗯哪，真的啊，
【25416011】精鹰担保共创群,一棵树,2018/7/4 4:46,玩一个晚上
交通台网约车展咨询群2,火喷,2018/7/5 3:51,是不是那个光头，另外时间小于子还是这个平台家小鱼就在里面啊，那一组是八十八滴滴这个表小时没把窗帘拉好，天天给你拍好点啊，
名图车友群,老板说的对,2018/7/5 10:36,@丛生?是的，不可能给她们投诉的机会
南京滴滴、美团（野战军）！,信仰之名。,2018/7/4 4:37,江东中路这边也是一点五，
美团打车【北京站】司机交流群,A小坏蛋宁宁,2018/7/9 1:19,[偷笑][偷笑][偷笑]
索羿GPS十一群,:boom: :snake::tiger::dragon_face::chicken::dizzy:,2018/7/4 6:19,还没来过红绿灯开呼吸进去然后旁边就是有一个插头才出去就是加一个，
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 4:24,[捂脸]
滴滴群,赵海,2018/7/5 1:32,首先首先，
滴滴群,赵守俭苏A98ZP3,2018/7/5 1:33,家拿来的裤子，
滴滴群,love的梦想,2018/7/5 2:43,叫我干嘛的
南京滴滴、美团（野战军）！,信仰之名。,2018/7/4 4:44,我们给你讲诶今天我给你我就不信我两点半到七点半了吃吃饭我还玩不起我还玩不成我在网上我就给客服打电话，落了漏了可长长的，
南京滴滴、美团（野战军）！,微笑的弧度,2018/7/4 4:44,@信仰之名。?
滴滴群,赵守俭苏A98ZP3,2018/7/5 2:54,代码遍历那那那那是你家的时候啊，
名图车友群,心～在路上,2018/7/5 1:22,但是坐车有这样的下一点做的不要做坐车就坐车，这不是个私家车买哪本的，哪个是他那个鞋脱了把脚放上去了，这是乘客坐车的话我就给他，我肯定给他展现车里她坐在前面然后踩着我的辅助线底下有个东西那个去边的单鞋然后一拳打下来了然后他们投诉投诉投诉，
交通台网约车展咨询群2,老衲要还俗,2018/7/5 4:25,感觉一段时间一段时间的，你看那个时候我把那个把车拿过来然后十几号以后我考我们这一批吗但是都不好，和感觉好的不好就给了打了多不好，然后我们之前那一批都很好吗人家跑了，佛教，是不是叫了一批一批的，
【25416011】精鹰担保共创群,军哥17502503264,2018/7/4 4:59,时间长你肯定跑的费用和经营费用都多少钱吗对不对你就跑进去他也要她也不容易，苦多少钱了知道吧，我觉得奖励应该比精英高，
滴滴群,AA二手新旧地板出售回收，扣板吊顶,2018/7/5 3:33,在哪啊这货取完，
南京优为租赁车主之家,2018初始,2018/7/4 5:35,@正宁?就一个型材
交通台网约车展咨询群2,老衲要还俗,2018/7/5 4:27,到现在跑了十五单，然后这个什么啊，还跑了两百五十万多少，还没有我昨天怎么跑美院考的好吗，我昨天保险滴滴加上奖励还跑了六百块钱还到现在才两百五十块钱呢，明天还怎么跑泡，没办法，刚才跑了啊明天继续跑滴滴，去你妈那拿拿奖励不一样吗干嘛非要拿滴滴奖励，
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 2:54,出发前还是蛮好的吗嘛开心的嘛对不对，反正那个刷掉的这个万一这个床单的呢现在，包括这一单到江宁的么，他那边有十几公里呢等我爸回来了，
索羿GPS一群,冰柠檬咖啡,2018/7/5 11:46,那就好！不然限制四本照，我怕他白扣了！
名图车友群,骚气的大叔,2018/7/5 2:27,所以说要加拿大啊，大家都退了没人没人加入了，跑了都不行了，不赚钱，
索羿GPS十一群,:boom: :snake::tiger::dragon_face::chicken::dizzy:,2018/7/4 6:56,系统公司有得力点吧，一个其他的谁也还没回家了，
交通台网约车展咨询群2,老衲要还俗,2018/7/5 4:42,然后那个去加个馍，而且他们给我号码我一直没取消，
南京滴滴、美团（野战军）！,Vision,2018/7/4 2:32,堵的一比吊糟
索羿GPS七群,唯爱瑞阳,2018/7/4 2:48,我看你们的记录都可以为什么我觉得泉是不是吃不下了啊我操了吧，
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/4 4:13,[惊讶][惊讶]
南京顺鑫车队私营网约车友会,杨洪东文化传媒有限公司,2018/7/4 2:38,学历有兄弟姐妹们在西善桥这个位置的吗？
名图车友群,2018,2018/7/4 3:31,好个鸟滴滴啊铺啊回来种地了，跑滴滴，累死，
索羿GPS二群,吾皇万岁_万万岁,2018/7/5 9:48,哪个师傅这会有时间帮忙帮我打一进来，
北京网约车主滴滴司机群,你老妈在家不在朋友圈,2018/7/9 5:16,你们一群打不过他们俩
【25416011】精鹰担保共创群,天堂,2018/7/4 2:34,好好好知道了我下载了，
网约车营运保险咨询团购群,思岷??超級會員,2018/7/5 2:37,？？？
索羿GPS六群,心雨,2018/7/4 2:48,现在在按又把你干到鼓楼去了吗，没事打的小诶，哪个南站的定向，大个单子出来到南站，除了到了南站不就好了吗？
索羿GPS五群,AMC只有我懂你,2018/7/4 2:46,找旁西呢:joy:
滴滴美团网约车交流②群,狼牙,2018/7/4 3:37,租黑车[疑问][嘘]
3【牛咖斯南京交通事故信息群】,????开着三菱去抗日????,2018/7/4 3:17,@牛咖斯-调度中心-南京（1）?加了
【25507012】精鹰优享担保共创群,大海,2018/7/4 4:45,我等一会儿我抽空的我在那个我看那个我那个微信里边能不能找到啊，
3【牛咖斯南京交通事故信息群】,赵伟,2018/7/4 3:17,佛城西路这个门
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 11:15,长垣你们了那么多我就是我也生气了九点多开始的拉了三单三十四块钱，生气了不拉了，
【25416011】精鹰担保共创群,玲美好,2018/7/4 2:47,我对你要去你家多加游泳就得一个人说我的有，哎哟你们的心态，
滴滴美团网约车交流②群,低调做人,2018/7/4 3:42,没证
【25416011】精鹰担保共创群,小滴管理员－小美,2018/7/4 2:48,@玲美好 苏A5PD32 我也试试
滴滴美团网约车交流②群,低调做人,2018/7/4 3:42,正规军干不了
北京网约车主滴滴司机群,2.5小男生,2018/7/10 11:57,1200元
滴滴群,缘来缘去,2018/7/4 5:57,咋的啊完了那个要按摩，喝酒，
北京滴滴快车群,若我青山在…大旗仍然扛…！,2018/7/9 7:51,给大家放松放松
【25416011】精鹰担保共创群,小滴管理员－小美,2018/7/4 2:50,@宇先生 [奸笑]
索羿GPS六群,霖琳,2018/7/4 3:01,分配了这个单把我整崩溃了，
索羿GPS二群,阿洁,2018/7/5 11:28,只需报备下就行
3【牛咖斯南京交通事故信息群】,牛咖斯-调度中心-南京（1）,2018/7/4 4:17,@(??ω?)?嘿?师傅加我
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:05,我就用美团大的车打个临时牌照，三三零，第二个我要投诉的人车不符，
索羿GPS一群,幸福里のV (谢*波),2018/7/4 4:53,二百块钱怎么可能呢，
索羿GPS十群,飞g,2018/7/5 3:21,每天喂自己的血液给它，它会跟你神灵相同
交通台网约车展咨询群2,火喷,2018/7/4 3:34,大家屁股，我也是你的粉丝啊偶像啊，
滴滴群,痛,2018/7/4 6:02,走了叫的我在网上了你是不是回来了回来不走了，请问，好，
索羿GPS十二群,被挥霍的岁月叫青春:flushed:,2018/7/4 5:18,刚才送了一单，农村老头老太都会用滴滴了我看到上面有，
南京滴滴、美团（野战军）！,妞爸,2018/7/4 3:13,[呲牙]
索羿GPS一群,张金勇,2018/7/4 5:08,三八刘师坐车专车价格比的高，最便宜评分不是两块七公里的算算大概多少公里，如果二十公里也不六十八，
索羿GPS七群,钟海波,2018/7/4 3:27,你这个还好啊玩的花我花花花上次给人家谈不出的笔还有人全款买车，尼玛全款买车买出了一公司车子了车子也不是他的名字，因为不是他的名字，我说你干嘛要全款啊在购买商品时的吗，搞不清楚，
索羿GPS五群,心的迁徙,2018/7/4 4:04,爆单
北京网约车主滴滴司机群,你老妈在家不在朋友圈,2018/7/10 9:18,@爱恒久忍耐?
滴滴美团易道大联盟,Aa     贾长松,2018/7/1 11:25,优享的来，独家破解方法，下号收款
索羿GPS九群,:sheep::sheep::sheep:,2018/7/4 5:05,我九公里我都开了一个小时你别说你二十几公里，
美团打车【北京站】司机交流群,AAA.一只穿云箭,2018/7/9 11:34,@A小坏蛋宁宁?哈哈
索羿GPS七群,钟海波,2018/7/4 3:33,那就费用高了然后我们就决定了，自己开车过去啊，一天二八，一台汉兰达，还有一点那个叫邱记，
滴滴群,赵守俭苏A98ZP3,2018/7/4 6:30,这条就应该可以拿了啊这是，我马上到安德门去了，
北京网约车主滴滴司机群,爱恒久忍耐,2018/7/10 9:16,@你老妈在家不在朋友圈?
索羿GPS六群,房晓东,2018/7/4 3:39,733   新街口等你
北京网约车主滴滴司机群,爱恒久忍耐,2018/7/10 9:15,没有啊
索羿GPS九群,张小贤,2018/7/4 5:08,[嘿哈][嘿哈][嘿哈]
3【牛咖斯南京交通事故信息群】,天行者,2018/7/4 5:14,实时交通，才建立区域还是哪个网络什么事，还有哪个专门支持网络视频连接的情况，
3【牛咖斯南京交通事故信息群】,天行者,2018/7/4 5:14,这个区域到底是谁贱啊，为什么要设计这么多交通事故管吗？
索羿GPS十二群,:ant: 虎 :ant:,2018/7/4 6:38,抢预约单啦@赵守俭苏A98zp3?
北京滴滴群,????自由的????,2018/7/9 3:36,现在就上班
索羿GPS七群,陈(泽)军,2018/7/4 4:02,怎么跑多少公里了，
【25507011】精鹰担保共创群,奋斗小青年''''',2018/7/5 10:33,这是什么鬼，哎呀五块九的，快滚，五百九十这么高的，
3【牛咖斯南京交通事故信息群】,牛咖斯-调度中心-南京（1）,2018/7/4 6:28,@职业司机?师傅加我
索羿GPS十一群,雪留不走,2018/7/4 3:30,恩要是不在实际里有点代表还有人关注呢，
北京网约车主滴滴司机群,你老妈在家不在朋友圈,2018/7/10 9:59,可以就找上个那人
名图车友群,马路杀手,2018/7/4 4:12,城市英雄？
索羿GPS七群,:boom:秃子,2018/7/4 4:03,这个从虹膜回来的是几公里，ｈ，那就跑了六十几公里，
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 9:35,天天向上，你别管了你赶紧的往哪跑啊都几简单啦我在机场等你啊，风里雨里，机场等你，
索羿GPS十一群,薴,2018/7/4 3:31,吊活动就是圈司机
索羿GPS十二群,范先生,2018/7/4 6:37,我跑好几年滴滴了，从来没跑过你这么高的流水，
索羿GPS五群,大龙哥,2018/7/4 4:17,这尼玛我什么职业都要加那个比较好的的嘛确实做的不让我跑静音了，
【25507011】精鹰担保共创群,厚德载物,2018/7/5 10:38,吗的掉了就瞎指派下掉调，
滴滴群,love的梦想,2018/7/5 9:26,和妈说爱过头的，上面的久安的边开车边和你，
北京网约车主滴滴司机群,你老妈在家不在朋友圈,2018/7/10 9:17,？
滴滴群,军,2018/7/5 9:28,要不去了啊吓一跳复杂控制啊，怕不怕啊，
北京网约车主滴滴司机群,爱恒久忍耐,2018/7/10 9:15,没有啊
南京滴滴、美团（野战军）！,微笑的弧度,2018/7/4 3:31,那倒不是给他，
索羿GPS一群,大米,2018/7/4 6:25,别吹牛逼了
南京优为租赁车主之家,大马哈:fish:,2018/7/4 3:32,美了啊现在不能给他太坑人了，
南京滴滴、美团（野战军）！,老男人,2018/7/4 3:31,玩
3【牛咖斯南京交通事故信息群】,二爷,2018/7/5 9:56,现在
南京优为租赁车主之家,大马哈:fish:,2018/7/4 3:32,我一个星期接到吗两百万吃不下你能吃的消吗？
索羿GPS一群,大米,2018/7/4 6:26,你扣12分以上就要降照
美团打车【北京站】司机交流群,月相思,2018/7/9 12:30,被抓5台
南京滴滴、美团（野战军）！,微笑的弧度,2018/7/4 3:34,上次加了啊一直都没用，
交通台网约车展咨询群2,老衲要还俗,2018/7/5 9:47,这个时候最好的办法就是数着回家的行经过第一个红绿灯路口，
北京网约车主滴滴司机群,你老妈在家不在朋友圈,2018/7/10 9:20,抓我那天就是他们死期
【25507011】精鹰担保共创群,凌晨,2018/7/5 1:18,嗯，你看看我啊，我是四个小时也够逗比我今天遇到个堵车堵一个多小时那您看看汉中门的东西，
索羿GPS一群,大米,2018/7/4 6:36,第三，你买分的代价，比你重新拿到A2代价要低
【25507011】精鹰担保共创群,演绎自己的幸福,2018/7/5 2:18,看看，7个小时就280
北京滴滴群,#NAME?,2018/7/9 10:11,模糊
索羿GPS十一群,薴,2018/7/4 4:39,父子标的都低ｂ的了做的四百的不敢去哦，
交通台网约车展咨询群2,A朱新安,2018/7/5 9:50,早上要早高峰考了两百六，跑了两百六十，
北京网约车主滴滴司机群,你老妈在家不在朋友圈,2018/7/10 9:18,这就是抓那谁那个
索羿GPS十二群,小星-18013825828-索羿,2018/7/5 1:13,怎么了
索羿GPS一群,隐姓埋名,2018/7/4 6:46,我买33分清水
索羿GPS九群,哈尼,2018/7/4 6:15,攻击力现在只能看到八二七，
美团打车【北京站】司机交流群,月相思,2018/7/9 12:37,原来在我们小区，当保安的哥们，现在改成钓鱼执法人员了，一天必须抓十台，至少
名图车友群,王 车主服务,2018/7/4 5:22,我建议这时候处理
索羿GPS十二群,小星-18013825828-索羿,2018/7/5 1:28,@苏A.38RR9（日产天籁）?加您微信，私聊
索羿GPS九群,哈尼,2018/7/4 6:14,已经成美国人写啊我在学习门口过的看到的其中的设置只有阿狸不旅游，
索羿GPS一群,幸福里のV (谢*波),2018/7/4 6:55,不用白不用，夜长梦多……
名图车友群,王 车主服务,2018/7/4 5:23,按分来
名图车友群,万事（☆_☆）如意,2018/7/4 5:22,从卫星微信上面查一查不到吗？
索羿GPS一群,幸福里のV (谢*波),2018/7/4 6:45,你要把那个网页测的总是话讲也咯，然后加油在正常的那个，优惠活动比如阳明生平五毛钱的是加油站的事情给了卡没得关系你帮他开以后你说消费达到两千块钱的档次一千九百九十九以上你就可以反百分之十二了，你达到三年九百九十九以上就可以反百分之十五了，就是从教育学的才下来的，
南京滴滴、美团（野战军）！,刚出生就很困,2018/7/4 3:42,乘客和交警说了我是跑滴滴的
索羿GPS五群,心的迁徙,2018/7/4 5:27,不换了，回家了，大家下啤酒搞一搞，小龙虾角一角的利，唉，
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 12:16,还有没有来机场得，我都睡一觉了。
索羿GPS十一群,薴,2018/7/4 4:55,超级大学霸每天穿三三的那个道也能跑啊不是跑一单亏一单啊，
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:39,让你得瑟，
索羿GPS一群,亦苏A72LK5,2018/7/5 9:49,我们告诉大家既然没单子是吧，飞机了尼玛全部弄平吗不叫啊，
南京滴滴、美团（野战军）！,妞爸,2018/7/4 3:45,车不要开去，车放在停车场。再步行去大队
名图车友群,王 车主服务,2018/7/4 5:26,价格不等
索羿GPS九群,宁静阳光,2018/7/5 9:45,@苏A86L23?
【25416011】精鹰担保共创群,渣渣廣,2018/7/4 4:07,滴滴不派单=0
索羿GPS五群,AMC只有我懂你,2018/7/4 5:47,[白眼]
【25416011】精鹰担保共创群,渣渣廣,2018/7/4 4:05,27单了
索羿GPS五群,心的迁徙,2018/7/4 5:41,怎么可能
3【牛咖斯南京交通事故信息群】,淡定V忧伤,2018/7/5 1:58,加了
南京滴滴、美团（野战军）！,刚出生就很困,2018/7/4 3:48,现在连射这个急电动车对吧他妈个逼的要八百啊我跟那个乘客一人出四百，如果说这个可以的话让他去车站我就不用过去了吧，我去的话还是心里不踏实，
索羿GPS七群,人生地不熟,2018/7/5 11:54,这车还这么开
索羿GPS五群,心的迁徙,2018/7/4 5:41,请女司机出来讲一讲
索羿GPS九群,周礼军  特种车销售13813012570,2018/7/5 2:32,我们都是有素质的网约车驾驶员
滴滴群,赵守俭苏A98ZP3,2018/7/5 12:22,啊那么远呢，ｙ各位，
索羿GPS五群,王磊苏A72UH8,2018/7/4 5:45,[流汗]
上海滴滴车友会一群:car:,小张,2018/7/1 3:48,收易到用车余额。长期信誉 京东e卡钉钉 云之家  定位wifi打卡软件代开各类增值税发票  有需要私聊。群内不回。群多
滴滴群,赵海,2018/7/5 12:25,现在跑到这边来啊，白龙路，
美团大战滴滴交流群,陆晓峰,2018/7/1 12:41,@考虑他人?你每天发这些是否进水啦
滴滴群,赵守俭苏A98ZP3,2018/7/5 12:37,二个美团到有有优点大学的，
索羿GPS十一群,专打唐僧,2018/7/4 5:33,掉鼓楼新世纪么心机塔九月，新纪元大酒店门口一个开车的，挂到一个点的那个，呵呵，
交通台网约车展咨询群2,杨有明,2018/7/5 1:49,中午的是一点到三点方便么，没有了，还没有了，
南京滴滴、美团（野战军）！,信仰之名。,2018/7/4 3:57,你就把乘客你就找乘客要四百块钱就行了，然后这个事给他没关系了啊然后呢你在给在给那个什么你碰到那个人，明白在商量，那怎么该怎么弄怎么弄就行了吗，去肯定是要去，流程的吗他竟然还存着啊，
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 1:37,你看看小白不是给你来一单三百公里三百公里来丹江你去三百公里以外接人，
【25416011】精鹰担保共创群,渣渣廣,2018/7/4 4:26,啊在吗好评是没有一个掉单的都有，然后有的乘客如果好说话的话我就直接就是差不多快到了我就把它花的了化完了我就讲一下叫车了，而且随便写你不行你打个这个就行，
索羿GPS五群,伟,2018/7/4 5:59,@20PM3?网上有买尿尿神器
3【牛咖斯南京交通事故信息群】,赵伟,2018/7/5 2:51,江淮调头撞到了直行的沃尔沃
索羿GPS十一群,。,2018/7/4 5:58,一单顶我6小时的
索羿GPS九群,半百人生,2018/7/5 3:54,你们家人的好声音吗个逼的你们没遇到那个美团，老子是淋巴三个礼拜的三到家看看到手的她妈那个逼的他又来个风控的吗个逼的把老子那个了，
A0汽车租赁Y牌租赁群,我是福星,2018/7/1 7:37,            专业实力派本团队奔着诚心诚信专业为理念，为所有的新老客户解决一切疑难杂症，（进所能），本团队常年招收各地区代理，招收学员，本团队为新老客户服务以下：1%注册滴滴，易道，美团，顺风车，开挂式服务2%出售各种型号，安卓，苹果，抢单软件，3%强力解封各种封禁原因，4%原账号开小号，洗白账号，从新开号都可以解决5%解决驾龄不够，车龄超线，有犯罪记录都可以解决6%顺风车不能接跨城单，秒解决7%解决外牌改本地牌，8%快车升级优享，升级专车都可快速解决9%解决滴滴美团二次验证包通过，10%原账号丢失，可以秒改手机号等等11代办网约车资格证真诚的感谢每个新老客户的大力支持，服务范围全国各地，城招学员，全国全网最低价，包学会，到时月入过万都是小菜一碟，废话不多说实力决定一切，欢迎你的咨询，本团队唯一微信号hi888hi666
索羿GPS七群,尹邦仁,2018/7/5 12:37,好个鸡巴子吗一大早上妈的，我去我就跑了五单，妈的回来了吗个逼都在里面我不不跑，
【25416011】精鹰担保共创群,邹羽辉,2018/7/4 4:29,嗯，正好一袋到家门口，你说我回不回家呢，
【25507012】精鹰优享担保共创群,恒实虫控,2018/7/5 1:49,嗯我在不过派单我就要到平台上去了课了去市中心五十块钱一个人，我要拉客了啊，
【25507012】精鹰优享担保共创群,瓶子:whale::whale::whale:,2018/7/5 1:51,今天修车了，一千多没有了[大哭]
索羿GPS九群,雨不眠的夜,2018/7/5 3:57,天下乌鸦一般黑，
索羿GPS五群,王磊苏A72UH8,2018/7/4 6:52,[呲牙]
索羿GPS九群,雨不眠的夜,2018/7/5 3:59,是黑的一逼啊，黑啊太黑了，
南京优为租赁车主之家,杨洪东文化传媒有限公司,2018/7/4 3:47,大概只有发起位置，过来喝酒吧晚上然后打车给你送回去打车来给你报销，
滴滴群,赵守俭苏A98ZP3,2018/7/5 12:48,当然咯做到安利偷人了，
A0汽车租赁Y牌租赁群,忆仁租赁～小郭18621790145,2018/7/1 10:44,现有一张私牌额度单      需要的老板请加我
南京优为租赁车主之家,白开水,2018/7/4 3:48,没时间我今天晚上忙着呢，我走的时候好像把门给反锁上了钥匙还没带呢，哦不知道我咋回去呢可能还得找那个开锁的，
A0汽车租赁Y牌租赁群,24小时正常接单了,2018/7/1 11:24,只拼质量 不:vs:价格 打印正副35:rose:P图15:rose:专用字体，专用设备，正副一起出[握手]
索羿GPS一群,华丽一族,2018/7/5 11:27,都是群里兄弟
索羿GPS五群,卍舍得卍,2018/7/4 6:57,全是他吗的起步价都不好了，我要学习了，
交通台网约车展咨询群2,发型不能乱,2018/7/5 3:38,都像偶像活动偶像的，今天跑多少了，ｃｃｃｃｃ四零的涨帐，
名图车友群,老板说的对,2018/7/5 10:12,【滴滴快车】滴滴车主您好，您在2018-07-04 23:40有一笔未坐车收费投诉订单，经系统判定，乘客投诉无效，不会扣除您的服务分。平台将持续优化，针对乘客错误投诉问题提供给您更多保障，请您放心接单。
A0汽车租赁Y牌租赁群,禅,2018/7/1 1:14,秦80，卖的谁有
滴滴群,缘来缘去,2018/7/5 12:50,唉不算数了还有美团，奖励没找到了，还有早高峰跑六单奖励了，
索羿GPS十一群,小楼一夜听雨,2018/7/4 6:05,多远有多远，叫什么名字了下一站叫什么名字，
交通台网约车展咨询群2,发型不能乱,2018/7/5 3:41,估计饿加不了我不可能再难看的地方，ｍａ滴滴这个星期不好下个星期可能比较费劲的，
